Population Size,Mutation Rate,Generations,Cmax,percentage
50,0.2,500,163,0.012121212121212121
50,0.2,1000,163,0.012121212121212121
50,0.2,1500,163,0.012121212121212121
50,0.2,2000,163,0.012121212121212121
50,0.3,500,163,0.012121212121212121
50,0.3,1000,163,0.012121212121212121
50,0.3,1500,163,0.012121212121212121
50,0.3,2000,163,0.012121212121212121
50,0.4,500,163,0.012121212121212121
50,0.4,1000,163,0.012121212121212121
50,0.4,1500,163,0.012121212121212121
50,0.4,2000,163,0.012121212121212121
50,0.5,500,163,0.012121212121212121
50,0.5,1000,163,0.012121212121212121
50,0.5,1500,163,0.012121212121212121
50,0.5,2000,163,0.012121212121212121
100,0.1,500,163,0.012121212121212121
100,0.1,1000,163,0.012121212121212121
100,0.1,1500,163,0.012121212121212121
100,0.1,2000,163,0.012121212121212121
100,0.2,500,163,0.012121212121212121
100,0.2,1000,163,0.012121212121212121
100,0.2,1500,163,0.012121212121212121
100,0.2,2000,163,0.012121212121212121
100,0.3,500,163,0.012121212121212121
100,0.3,1000,163,0.012121212121212121
100,0.3,1500,163,0.012121212121212121
100,0.3,2000,163,0.012121212121212121
100,0.4,500,163,0.012121212121212121
100,0.4,1000,163,0.012121212121212121
100,0.4,1500,163,0.012121212121212121
100,0.4,2000,163,0.012121212121212121
100,0.5,500,163,0.012121212121212121
100,0.5,1000,163,0.012121212121212121
100,0.5,1500,163,0.012121212121212121
100,0.5,2000,163,0.012121212121212121
200,0.1,500,163,0.012121212121212121
200,0.1,1000,163,0.012121212121212121
200,0.1,1500,163,0.012121212121212121
200,0.1,2000,163,0.012121212121212121
200,0.2,500,163,0.012121212121212121
200,0.2,1000,163,0.012121212121212121
200,0.2,1500,163,0.012121212121212121
200,0.2,2000,163,0.012121212121212121
200,0.3,500,163,0.012121212121212121
200,0.3,1000,163,0.012121212121212121
200,0.3,1500,163,0.012121212121212121
200,0.3,2000,163,0.012121212121212121
200,0.4,500,163,0.012121212121212121
200,0.4,1000,163,0.012121212121212121
200,0.4,1500,163,0.012121212121212121
200,0.4,2000,163,0.012121212121212121
200,0.5,500,163,0.012121212121212121
200,0.5,1000,163,0.012121212121212121
200,0.5,1500,163,0.012121212121212121
200,0.5,2000,163,0.012121212121212121
300,0.1,500,163,0.012121212121212121
300,0.1,1000,163,0.012121212121212121
300,0.1,1500,163,0.012121212121212121
300,0.1,2000,163,0.012121212121212121
300,0.2,500,163,0.012121212121212121
300,0.2,1000,163,0.012121212121212121
300,0.2,1500,163,0.012121212121212121
300,0.2,2000,163,0.012121212121212121
300,0.3,500,163,0.012121212121212121
300,0.3,1000,163,0.012121212121212121
300,0.3,1500,163,0.012121212121212121
300,0.3,2000,163,0.012121212121212121
300,0.4,500,163,0.012121212121212121
300,0.4,1000,163,0.012121212121212121
300,0.4,1500,163,0.012121212121212121
300,0.4,2000,163,0.012121212121212121
300,0.5,500,163,0.012121212121212121
300,0.5,1000,163,0.012121212121212121
300,0.5,1500,163,0.012121212121212121
300,0.5,2000,163,0.012121212121212121
50,0.1,500,179,-0.0718562874251497
50,0.1,1000,180,-0.07784431137724551
50,0.1,1500,178,-0.0658682634730539
50,0.1,2000,172,-0.029940119760479042
50,0.2,500,176,-0.05389221556886228
50,0.2,1000,176,-0.05389221556886228
50,0.2,1500,172,-0.029940119760479042
50,0.2,2000,172,-0.029940119760479042
50,0.3,500,175,-0.04790419161676647
50,0.3,1000,175,-0.04790419161676647
50,0.3,1500,173,-0.03592814371257485
50,0.3,2000,174,-0.041916167664670656
50,0.4,500,174,-0.041916167664670656
50,0.4,1000,174,-0.041916167664670656
50,0.4,1500,173,-0.03592814371257485
50,0.4,2000,174,-0.041916167664670656
50,0.5,500,174,-0.041916167664670656
50,0.5,1000,173,-0.03592814371257485
50,0.5,1500,174,-0.041916167664670656
50,0.5,2000,172,-0.029940119760479042
100,0.1,500,173,-0.03592814371257485
100,0.1,1000,175,-0.04790419161676647
100,0.1,1500,173,-0.03592814371257485
100,0.1,2000,178,-0.0658682634730539
100,0.2,500,176,-0.05389221556886228
100,0.2,1000,170,-0.017964071856287425
100,0.2,1500,174,-0.041916167664670656
100,0.2,2000,177,-0.059880239520958084
100,0.3,500,174,-0.041916167664670656
100,0.3,1000,174,-0.041916167664670656
100,0.3,1500,170,-0.017964071856287425
100,0.3,2000,173,-0.03592814371257485
100,0.4,500,175,-0.04790419161676647
100,0.4,1000,172,-0.029940119760479042
100,0.4,1500,172,-0.029940119760479042
100,0.4,2000,172,-0.029940119760479042
100,0.5,500,173,-0.03592814371257485
100,0.5,1000,171,-0.023952095808383235
100,0.5,1500,168,-0.005988023952095809
100,0.5,2000,173,-0.03592814371257485
200,0.1,500,176,-0.05389221556886228
200,0.1,1000,177,-0.059880239520958084
200,0.1,1500,174,-0.041916167664670656
200,0.1,2000,172,-0.029940119760479042
200,0.2,500,175,-0.04790419161676647
200,0.2,1000,176,-0.05389221556886228
200,0.2,1500,174,-0.041916167664670656
200,0.2,2000,174,-0.041916167664670656
200,0.3,500,173,-0.03592814371257485
200,0.3,1000,173,-0.03592814371257485
200,0.3,1500,173,-0.03592814371257485
200,0.3,2000,172,-0.029940119760479042
200,0.4,500,171,-0.023952095808383235
200,0.4,1000,173,-0.03592814371257485
200,0.4,1500,172,-0.029940119760479042
200,0.4,2000,172,-0.029940119760479042
200,0.5,500,173,-0.03592814371257485
200,0.5,1000,171,-0.023952095808383235
200,0.5,1500,172,-0.029940119760479042
200,0.5,2000,171,-0.023952095808383235
300,0.1,500,171,-0.023952095808383235
300,0.1,1000,176,-0.05389221556886228
300,0.1,1500,174,-0.041916167664670656
300,0.1,2000,173,-0.03592814371257485
300,0.2,500,173,-0.03592814371257485
300,0.2,1000,170,-0.017964071856287425
300,0.2,1500,173,-0.03592814371257485
300,0.2,2000,176,-0.05389221556886228
300,0.3,500,174,-0.041916167664670656
300,0.3,1000,174,-0.041916167664670656
300,0.3,1500,173,-0.03592814371257485
300,0.3,2000,172,-0.029940119760479042
300,0.4,500,171,-0.023952095808383235
300,0.4,1000,172,-0.029940119760479042
300,0.4,1500,169,-0.011976047904191617
300,0.4,2000,168,-0.005988023952095809
300,0.5,500,173,-0.03592814371257485
300,0.5,1000,172,-0.029940119760479042
300,0.5,1500,170,-0.017964071856287425
300,0.5,2000,171,-0.023952095808383235
50,0.1,500,150,-0.0273972602739726
50,0.1,1000,146,0.0
50,0.1,1500,146,0.0
50,0.1,2000,147,-0.00684931506849315
50,0.2,500,147,-0.00684931506849315
50,0.2,1000,146,0.0
50,0.2,1500,146,0.0
50,0.2,2000,146,0.0
50,0.3,500,147,-0.00684931506849315
50,0.3,1000,146,0.0
50,0.3,1500,146,0.0
50,0.3,2000,146,0.0
50,0.4,500,146,0.0
50,0.4,1000,146,0.0
50,0.4,1500,146,0.0
50,0.4,2000,146,0.0
50,0.5,500,146,0.0
50,0.5,1000,146,0.0
50,0.5,1500,146,0.0
50,0.5,2000,144,0.0136986301369863
100,0.1,500,146,0.0
100,0.1,1000,146,0.0
100,0.1,1500,146,0.0
100,0.1,2000,146,0.0
100,0.2,500,146,0.0
100,0.2,1000,146,0.0
100,0.2,1500,146,0.0
100,0.2,2000,146,0.0
100,0.3,500,146,0.0
100,0.3,1000,146,0.0
100,0.3,1500,146,0.0
100,0.3,2000,146,0.0
100,0.4,500,146,0.0
100,0.4,1000,146,0.0
100,0.4,1500,146,0.0
100,0.4,2000,146,0.0
100,0.5,500,146,0.0
100,0.5,1000,146,0.0
100,0.5,1500,146,0.0
100,0.5,2000,146,0.0
200,0.1,500,146,0.0
200,0.1,1000,147,-0.00684931506849315
200,0.1,1500,147,-0.00684931506849315
200,0.1,2000,146,0.0
200,0.2,500,147,-0.00684931506849315
200,0.2,1000,146,0.0
200,0.2,1500,146,0.0
200,0.2,2000,146,0.0
200,0.3,500,146,0.0
200,0.3,1000,146,0.0
200,0.3,1500,146,0.0
200,0.3,2000,146,0.0
200,0.4,500,146,0.0
200,0.4,1000,146,0.0
200,0.4,1500,146,0.0
200,0.4,2000,146,0.0
200,0.5,500,146,0.0
200,0.5,1000,144,0.0136986301369863
200,0.5,1500,146,0.0
200,0.5,2000,146,0.0
300,0.1,500,147,-0.00684931506849315
300,0.1,1000,146,0.0
300,0.1,1500,147,-0.00684931506849315
300,0.1,2000,146,0.0
300,0.2,500,146,0.0
300,0.2,1000,146,0.0
300,0.2,1500,146,0.0
300,0.2,2000,146,0.0
300,0.3,500,146,0.0
300,0.3,1000,146,0.0
300,0.3,1500,146,0.0
300,0.3,2000,146,0.0
300,0.4,500,146,0.0
300,0.4,1000,146,0.0
300,0.4,1500,146,0.0
300,0.4,2000,146,0.0
300,0.5,500,146,0.0
300,0.5,1000,146,0.0
300,0.5,1500,145,0.00684931506849315
300,0.5,2000,144,0.0136986301369863
50,0.1,500,183,-0.0223463687150838
50,0.1,1000,184,-0.027932960893854747
50,0.1,1500,178,0.00558659217877095
50,0.1,2000,178,0.00558659217877095
50,0.2,500,178,0.00558659217877095
50,0.2,1000,178,0.00558659217877095
50,0.2,1500,178,0.00558659217877095
50,0.2,2000,178,0.00558659217877095
50,0.3,500,181,-0.0111731843575419
50,0.3,1000,178,0.00558659217877095
50,0.3,1500,178,0.00558659217877095
50,0.3,2000,178,0.00558659217877095
50,0.4,500,178,0.00558659217877095
50,0.4,1000,178,0.00558659217877095
50,0.4,1500,178,0.00558659217877095
50,0.4,2000,178,0.00558659217877095
50,0.5,500,178,0.00558659217877095
50,0.5,1000,178,0.00558659217877095
50,0.5,1500,178,0.00558659217877095
50,0.5,2000,178,0.00558659217877095
100,0.1,500,183,-0.0223463687150838
100,0.1,1000,178,0.00558659217877095
100,0.1,1500,178,0.00558659217877095
100,0.1,2000,178,0.00558659217877095
100,0.2,500,178,0.00558659217877095
100,0.2,1000,178,0.00558659217877095
100,0.2,1500,178,0.00558659217877095
100,0.2,2000,178,0.00558659217877095
100,0.3,500,178,0.00558659217877095
100,0.3,1000,178,0.00558659217877095
100,0.3,1500,178,0.00558659217877095
100,0.3,2000,178,0.00558659217877095
100,0.4,500,178,0.00558659217877095
100,0.4,1000,178,0.00558659217877095
100,0.4,1500,178,0.00558659217877095
100,0.4,2000,178,0.00558659217877095
100,0.5,500,178,0.00558659217877095
100,0.5,1000,178,0.00558659217877095
100,0.5,1500,176,0.01675977653631285
100,0.5,2000,178,0.00558659217877095
200,0.1,500,178,0.00558659217877095
200,0.1,1000,179,0.0
200,0.1,1500,178,0.00558659217877095
200,0.1,2000,178,0.00558659217877095
200,0.2,500,178,0.00558659217877095
200,0.2,1000,178,0.00558659217877095
200,0.2,1500,178,0.00558659217877095
200,0.2,2000,178,0.00558659217877095
200,0.3,500,178,0.00558659217877095
200,0.3,1000,178,0.00558659217877095
200,0.3,1500,178,0.00558659217877095
200,0.3,2000,176,0.01675977653631285
200,0.4,500,178,0.00558659217877095
200,0.4,1000,178,0.00558659217877095
200,0.4,1500,178,0.00558659217877095
200,0.4,2000,178,0.00558659217877095
200,0.5,500,178,0.00558659217877095
200,0.5,1000,178,0.00558659217877095
200,0.5,1500,178,0.00558659217877095
200,0.5,2000,178,0.00558659217877095
300,0.1,500,178,0.00558659217877095
300,0.1,1000,178,0.00558659217877095
300,0.1,1500,178,0.00558659217877095
300,0.1,2000,178,0.00558659217877095
300,0.2,500,178,0.00558659217877095
300,0.2,1000,178,0.00558659217877095
300,0.2,1500,178,0.00558659217877095
300,0.2,2000,178,0.00558659217877095
300,0.3,500,178,0.00558659217877095
300,0.3,1000,178,0.00558659217877095
300,0.3,1500,178,0.00558659217877095
300,0.3,2000,178,0.00558659217877095
300,0.4,500,178,0.00558659217877095
300,0.4,1000,178,0.00558659217877095
300,0.4,1500,178,0.00558659217877095
300,0.4,2000,178,0.00558659217877095
300,0.5,500,178,0.00558659217877095
300,0.5,1000,178,0.00558659217877095
300,0.5,1500,176,0.01675977653631285
300,0.5,2000,178,0.00558659217877095
